pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
Etodolac Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Ketoprofen Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Acetylsalicylic Acid Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Diflunisal Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Acetaminophen  Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Sulindac Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Diclofenac Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Ketorolac Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Naproxen Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Etoricoxib Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Carprofen Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Fenoprofen Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Antrafenine Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Antipyrine Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Magnesium salicylate Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Phenylbutazone Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Lornoxicam Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Tolmetin Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Salicylic Acid Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Oxaprozin Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Indomethacin Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Meloxicam Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Suprofen Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Mefenamic Acid Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Piroxicam Action Pathway,SMPDB,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0003208;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0002995;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,67 (72),0.288,1
Thromboxane signalling through TP receptor,Reactome,1,HMDB0003208,3 (3),0.289,1
MFAP5-mediated ovarian cancer cell motility and invasiveness,Wikipathways,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (3),0.289,1
Cell-type Dependent Selectivity of CCK2R Signaling,Wikipathways,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (7),0.289,1
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection,Wikipathways,1,HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,3 (3),0.289,1
GPR40 Pathway,Wikipathways,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (3),0.289,1
Acute viral myocarditis,Wikipathways,1,HMDB0003213,3 (7),0.289,1
EGFR Tyrosine Kinase Inhibitor Resistance,Wikipathways,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (5),0.289,1
Glycosaminoglycan degradation,Wikipathways,1,HMDB0000693,3 (5),0.289,1
Mammalian disorder of sexual development,Wikipathways,1,HMDB0000234,3 (3),0.289,1
Biosynthesis of DPAn-6 SPMs,Reactome,1,HMDB0001976,3 (7),0.289,1
Signaling by activated point mutants of FGFR3,Reactome,1,HMDB0000693,3 (3),0.289,1
aspirin triggered resolvin D biosynthesis,HumanCyc,1,HMDB0002183,3 (7),0.289,1
Dectin-2 family,Reactome,1,HMDB0029931,3 (4),0.289,1
Role of second messengers in netrin-1 signaling,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (4),0.289,1
Signaling by activated point mutants of FGFR1,Reactome,1,HMDB0000693,3 (3),0.289,1
N-glycan trimming and elongation in the cis-Golgi,Reactome,1,HMDB0000290,3 (13),0.289,1
FGFR1b ligand binding and activation,Reactome,1,HMDB0000693,3 (3),0.289,1
FGFR1c ligand binding and activation,Reactome,1,HMDB0000693,3 (3),0.289,1
FGFR1c and Klotho ligand binding and activation,Reactome,1,HMDB0000693,3 (3),0.289,1
FGFR1 ligand binding and activation,Reactome,1,HMDB0000693,3 (3),0.289,1
FGFR2b ligand binding and activation,Reactome,1,HMDB0000693,3 (4),0.289,1
FGFR2c ligand binding and activation,Reactome,1,HMDB0000693,3 (4),0.289,1
FGFR2 ligand binding and activation,Reactome,1,HMDB0000693,3 (4),0.289,1
FGFR3b ligand binding and activation,Reactome,1,HMDB0000693,3 (3),0.289,1
betaKlotho-mediated ligand binding,Reactome,1,HMDB0000693,3 (3),0.289,1
FGFR4 ligand binding and activation,Reactome,1,HMDB0000693,3 (3),0.289,1
VEGF,INOH,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (4),0.289,1
Notch-mediated HES/HEY network,PID,1,HMDB0000234,3 (3),0.289,1
Insulin-mediated glucose transport,PID,1,HMDB0000757,3 (3),0.289,1
p75(NTR)-mediated signaling,PID,1,HMDB0004949,3 (3),0.289,1
Regulation of Androgen receptor activity,PID,1,HMDB0000234,3 (3),0.289,1
Hedgehog signaling events mediated by Gli proteins,PID,1,HMDB0000067,3 (3),0.289,1
Ceramide signaling pathway,PID,1,HMDB0004949,3 (3),0.289,1
CD4 T cell receptor signaling-NFkB cascade,INOH,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (4),0.289,1
NF-kappa B signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (3),0.289,1
Rheumatoid arthritis - Homo sapiens (human),KEGG,1,HMDB0000876,3 (3),0.289,1
Th1 and Th2 cell differentiation - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (3),0.289,1
resolvin D biosynthesis,HumanCyc,1,HMDB0002183,3 (5),0.289,1
Activated point mutants of FGFR2,Reactome,1,HMDB0000693,3 (12),0.289,1
mechanism of acetaminophen activity and toxicity,BioCarta,1,HMDB0001043,3 (3),0.289,1
hemoglobins chaperone,BioCarta,1,HMDB0000123,3 (3),0.289,1
phosphatidylserine biosynthesis I,HumanCyc,1,HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,3 (4),0.289,1
FGFR2 mutant receptor activation,Reactome,1,HMDB0000693,3 (13),0.289,1
Ramipril Metabolism Pathway,SMPDB,1,HMDB0060579,3 (4),0.289,1
Spirapril Metabolism Pathway,SMPDB,1,HMDB0015438,3 (3),0.289,1
Sterol regulatory element-binding proteins (SREBP) signaling,Wikipathways,1,HMDB0000067,3 (5),0.289,1
FGFR3 mutant receptor activation,Reactome,1,HMDB0000693,3 (13),0.289,1
Glycine_ serine and threonine metabolism - Homo sapiens (human),KEGG,6,HMDB0033934;HMDB0006454;HMDB0000043;HMDB0000123;HMDB0001149;HMDB0012249,42 (50),0.292,1
Metabolism of Spingolipids in ER and Golgi apparatus,Wikipathways,2,HMDB0004949;HMDB0004842,10 (21),0.292,1
Prostaglandin Synthesis and Regulation,Wikipathways,2,HMDB0001043;HMDB0003208,10 (12),0.292,1
Eicosanoid ligand-binding receptors,Reactome,2,HMDB0002995;HMDB0003208,10 (10),0.292,1
Proline catabolism,Reactome,2,HMDB0240251;HMDB0002104,10 (11),0.292,1
Toll-like Receptor Cascades,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,10 (31),0.292,1
Eicosanoids,Reactome,2,HMDB0002995;HMDB0003208,10 (13),0.292,1
Plasma lipoprotein assembly,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,10 (11),0.292,1
Estrogen biosynthesis,Reactome,2,HMDB0000145;HMDB0000234,10 (10),0.292,1
p75 NTR receptor-mediated signalling,Reactome,2,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092,10 (11),0.292,1
Death Receptor Signalling,Reactome,2,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092,10 (12),0.292,1
Nicotine Metabolism,Wikipathways,2,HMDB0001934;HMDB0001497,10 (10),0.292,1
Pathways in cancer - Homo sapiens (human),KEGG,4,HMDB0000067;HMDB0000234;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000077,26 (31),0.302,1
Glycosphingolipid biosynthesis - ganglioseries,EHMN,3,HMDB0006734;HMDB0004842;HMDB0000304,18 (38),0.303,1
Amine Oxidase reactions,Reactome,3,HMDB0001276;HMDB0001186;HMDB0033934,18 (18),0.303,1
Retinol metabolism - Homo sapiens (human),KEGG,3,HMDB0006216;HMDB0006217;HMDB0006285#HMDB0006280,18 (25),0.303,1
Eicosanoid Synthesis,Wikipathways,3,HMDB0002995;HMDB0003208;HMDB0001043,18 (23),0.303,1
Galactose metabolism,EHMN,6,HMDB0006790;HMDB0035312;HMDB0060468;HMDB0000189;HMDB0003213;HMDB0003553,43 (47),0.312,1
Metabolism of proteins,Reactome,16,HMDB0001547;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0033934;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0030020;HMDB0011669;HMDB0000123;HMDB0000172;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0000195;HMDB0001445;HMDB0000290;HMDB0060579;HMDB0001090;HMDB0000687;HMDB0000304,131 (288),0.327,1
Renin-angiotensin-aldosterone system (RAAS),Wikipathways,2,HMDB0000067;HMDB0001547,11 (12),0.334,1
Transcriptional regulation by RUNX2,Reactome,2,HMDB0000234;HMDB0001547,11 (13),0.334,1
glycine betaine degradation,HumanCyc,2,HMDB0000123;HMDB0000043,11 (11),0.334,1
phosphatidylcholine biosynthesis,HumanCyc,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,11 (12),0.334,1
